Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
AXISBANK,EQ,16-Jun-15,550.05,550,553.95,540.05,553.9,551.15,546.82,6283177,3435762874,134074,3434987,54.67
AXISBANK,EQ,17-Jun-15,551.15,553.1,557.4,547.6,549.15,549.25,551.54,4522392,2494266365,88960,2221349,49.12
AXISBANK,EQ,18-Jun-15,549.25,551.7,554.8,547.4,551,550.05,551.22,5579425,3075481935,113560,2907432,52.11
AXISBANK,EQ,19-Jun-15,550.05,554,555.4,548.25,554.05,551.55,551.45,6783585,3740840337,78175,4503887,66.39
AXISBANK,EQ,22-Jun-15,551.55,556.55,575.9,556.55,572,572.15,569.17,7325101,4169260221,141065,3365117,45.94
AXISBANK,EQ,23-Jun-15,572.15,575.6,579.5,566.3,571,571.3,573.24,6608481,3788251858,146516,3314939,50.16
AXISBANK,EQ,24-Jun-15,571.3,572,577.4,567.2,569.25,571.5,573.34,5427984,3112056952,119192,3177333,58.54
AXISBANK,EQ,25-Jun-15,571.5,568.1,577.9,567.05,570,570.05,570.87,5953158,3398464168,67952,3430118,57.62
AXISBANK,EQ,26-Jun-15,570.05,568.1,569.7,560,565.8,565.5,565.08,4432487,2504700127,123660,2115324,47.72
AXISBANK,EQ,29-Jun-15,565.5,554,567.3,546,565.95,562.7,556.74,5390158,3000913366,98623,2470450,45.83
AXISBANK,EQ,30-Jun-15,562.7,561.05,566,553,558,558.95,557.95,5479844,3057489248,113888,2838356,51.8
AXISBANK,EQ,01-Jul-15,558.95,558.8,580.5,556.85,579.65,578.65,568.85,7663185,4359205678,130244,3796295,49.54
AXISBANK,EQ,02-Jul-15,578.65,580.1,586.65,576.1,583.5,584,581.85,9886455,5752424566,127870,5992178,60.61
AXISBANK,EQ,03-Jul-15,584,581.85,588.5,581,586.9,585.95,584.97,4422432,2587000869,75546,1999737,45.22
AXISBANK,EQ,06-Jul-15,585.95,575.5,585.8,573.5,585.4,584.2,580.82,4973984,2888968638,88420,2232311,44.88
AXISBANK,EQ,07-Jul-15,584.2,585.3,590.75,581.35,586.7,586.2,586.89,4969526,2916559297,128256,2884109,58.04
AXISBANK,EQ,08-Jul-15,586.2,578,585,574.9,576.1,576.65,579.65,6414143,3717945385,131853,3471744,54.13
AXISBANK,EQ,09-Jul-15,576.65,575.85,577.4,566.4,572.65,571.7,572.13,3602432,2061068952,67183,1594984,44.28
AXISBANK,EQ,10-Jul-15,571.7,574.2,583,570.8,575.35,578.1,575.51,6853759,3944394549,101248,4691874,68.46
AXISBANK,EQ,13-Jul-15,578.1,578.1,583.45,570.15,582.3,581.95,578.96,5161182,2988095149,70120,2744895,53.18
AXISBANK,EQ,14-Jul-15,581.95,582.6,587.65,578.9,582.7,583.9,583.72,4566647,2665636320,60309,2378931,52.09
AXISBANK,EQ,15-Jul-15,583.9,584.55,589.45,581.5,584.55,584,586.11,3307716,1938682714,74655,1555651,47.03
AXISBANK,EQ,16-Jul-15,584,587.4,613.45,587,608.3,608.65,604.5,14142842,8549337829,214981,6787455,47.99
AXISBANK,EQ,17-Jul-15,608.65,604.5,609.9,598.5,601,602.1,604.5,5847889,3535044103,101973,2004433,34.28
AXISBANK,EQ,20-Jul-15,602.1,600,603.4,590.3,599.85,599.9,596.31,4688323,2795672103,91933,1610530,34.35
AXISBANK,EQ,21-Jul-15,599.9,596.6,601,582.75,584.8,584.65,592.53,4375934,2592892527,91540,1839434,42.04
AXISBANK,EQ,22-Jul-15,584.65,582.85,593.5,579,589.5,589.85,587.74,5900119,3467724499,125082,3360198,56.95
AXISBANK,EQ,23-Jul-15,589.85,590,598.55,581.4,582.8,583.75,588.9,5569255,3279744250,101805,2454253,44.07
AXISBANK,EQ,24-Jul-15,583.75,587.65,593.75,575.1,581.2,580.45,584.5,13673495,7992126161,231050,5391383,39.43
AXISBANK,EQ,27-Jul-15,580.45,577.5,579.45,553.75,555.95,555.8,563.16,9829067,5535358938,172835,5606559,57.04
AXISBANK,EQ,28-Jul-15,555.8,558.6,564,550.45,560.9,561.25,557.44,8129213,4531568587,141368,3855781,47.43
AXISBANK,EQ,29-Jul-15,561.25,563.3,568.15,562,565.75,567.2,565.91,4635380,2623224511,72142,2647431,57.11
AXISBANK,EQ,30-Jul-15,567.2,571.4,575.75,563.1,567.8,565.7,570.2,6484751,3697608612,111096,3895290,60.07
AXISBANK,EQ,31-Jul-15,565.7,567.7,579.3,567,574.9,573.5,573.89,6283549,3606083574,88364,3788222,60.29
AXISBANK,EQ,03-Aug-15,573.5,576,582.7,573.4,575,576.7,578.66,4355574,2520388393,88474,2386175,54.78
AXISBANK,EQ,04-Aug-15,576.7,578.9,584.45,571.65,580.3,580.1,577.96,5903968,3412236806,104461,2946537,49.91
AXISBANK,EQ,05-Aug-15,580.1,582,589.5,576.5,580.55,580.4,582.49,3419273,1991684137,62697,1738112,50.83
AXISBANK,EQ,06-Aug-15,580.4,580,586.5,578.95,584.45,584.75,583.2,3125993,1823077825,47144,1658558,53.06
AXISBANK,EQ,07-Aug-15,584.75,584.9,584.9,576,581.4,580.3,580.32,2298504,1333876638,43381,1182484,51.45
AXISBANK,EQ,10-Aug-15,580.3,582.75,584.7,570.75,571,575.9,580.96,2402572,1395791189,53290,1324802,55.14
AXISBANK,EQ,11-Aug-15,575.9,577.7,580.85,566.35,572.1,571.25,574.91,3168648,1821682971,64870,1537417,48.52
AXISBANK,EQ,12-Aug-15,571.25,569.4,569.8,556,559.25,557.85,562.3,4787034,2691743395,81246,2923849,61.08
AXISBANK,EQ,13-Aug-15,557.85,563.5,571.45,560,570.7,567.55,566.34,5982710,3388231494,79674,3701277,61.87
AXISBANK,EQ,14-Aug-15,567.55,565.15,574.25,554.85,571.75,570,564.15,7528941,4247482351,135436,3552233,47.18
AXISBANK,EQ,17-Aug-15,570,569.75,571.75,560.05,561,561.4,563.16,4466163,2515166996,65979,2493735,55.84
AXISBANK,EQ,18-Aug-15,561.4,567,567.25,555.5,562.35,561.35,561.32,2952439,1657274111,59468,1116283,37.81
AXISBANK,EQ,19-Aug-15,561.35,560.9,561.75,552.8,556,554,556.64,4135059,2301746221,78620,2390292,57.81
AXISBANK,EQ,20-Aug-15,554,550,553,529.5,535.4,533.4,539.76,8909772,4809096943,176265,5674790,63.69
AXISBANK,EQ,21-Aug-15,533.4,527,528.9,514.3,524.25,525.3,523.05,10454764,5468357174,190765,6321088,60.46
AXISBANK,EQ,24-Aug-15,525.3,506.7,506.7,475.1,478.9,482.05,492,17627734,8672792971,261325,10914083,61.91
AXISBANK,EQ,25-Aug-15,482.05,489,506.25,483.5,505.8,502.95,494.09,14248966,7040266816,235072,8081747,56.72
AXISBANK,EQ,26-Aug-15,502.95,499.5,501.9,488.65,496,495.6,496.45,6910566,3430731016,143566,3294986,47.68
AXISBANK,EQ,27-Aug-15,495.6,505.7,512,496.45,510.95,509.25,505.06,11302689,5708522293,163249,7085563,62.69
AXISBANK,EQ,28-Aug-15,509.25,516,528.9,502.25,509.6,508.15,517.74,10015309,5185282774,165279,5096509,50.89
AXISBANK,EQ,31-Aug-15,508.15,506.7,517.9,502,507.9,507.75,510.56,6111825,3120461839,115154,2913398,47.67
AXISBANK,EQ,01-Sep-15,507.75,500,501,477.15,481,480.1,487.36,8843551,4309951497,138063,4411262,49.88
AXISBANK,EQ,02-Sep-15,480.1,483.05,488,464.6,468.8,466.6,471.42,11537443,5438942437,206278,5616672,48.68
AXISBANK,EQ,03-Sep-15,466.6,471,489.5,468.75,485.95,486.9,480.11,8651466,4153686633,145295,3905766,45.15
AXISBANK,EQ,04-Sep-15,486.9,483.1,483.4,462.5,468.4,468,468.62,8969600,4203345276,138549,3854691,42.98
AXISBANK,EQ,07-Sep-15,468,469.65,472.2,446.75,451.5,449.85,459.29,9743637,4475141642,173734,4267887,43.8
AXISBANK,EQ,08-Sep-15,449.85,452.25,475.6,450,474.5,473.9,463.54,12602488,5841806360,184082,4558404,36.17
AXISBANK,EQ,09-Sep-15,473.9,484.2,495,475.1,485.2,486.25,485.85,11672474,5671061071,169976,5112782,43.8
AXISBANK,EQ,10-Sep-15,486.25,477.8,487,472.1,486.1,482.6,479.66,8384392,4021676313,136244,3445388,41.09
AXISBANK,EQ,11-Sep-15,482.6,488,493.7,474.6,480.8,481.25,484.27,7212180,3492620762,143253,2484963,34.46
AXISBANK,EQ,14-Sep-15,481.25,480,498,479.25,495.95,496.2,491.47,5537347,2721420393,86196,1699413,30.69
AXISBANK,EQ,15-Sep-15,496.2,497.1,498.5,480.85,481.9,482.75,488.35,9567400,4672277676,175905,5331674,55.73
AXISBANK,EQ,16-Sep-15,482.75,487.45,497,486,494.55,494.25,492.26,7293528,3590335198,117862,3084202,42.29
